Tweet,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,num_labels
tapi sepertinya kebijakan terhadap permukiman informal seperti itu mirip dengan yang sekarang biasa dilakukan gusur perbedaannya hanya waktu dulu warga permukiman tersebut di dukung untuk mempertahankan tanahnya oleh partai komunis indonesia sehina,0,0,0,0,0,0,0
matamu memang picek kebencianmu terhadap pak jokowi menutupi hati dan pikiranmu sejarah baru tercipta di era pak jokowi makanya buka kaca mata itu xf x f x x c kamu cuma melihat hutang negara di era pak j,1,0,0,0,1,0,2
sangka sebodoh itu pemikiran seorang islam jijik oke,1,0,1,0,0,0,2
wah yang mulia sebagai tokoh yang dikenal anti asing bersih sederhana asli mulai bersabda lugas ncc,0,0,0,0,0,0,0
kecuali manusia dan monyet semua mamalia buta warna,0,0,0,0,0,0,0
selamat hari minggu partai komunis indonesia sudah tamat sudah hancur awasi gerakan hati komplotan makhluk kaki dua yang di larang di bumi,0,1,1,1,0,0,3
hehe malah dari hasil yang pernah saya baca dan dari diskusi sama beberapa teman bukan syiah saja juga liberal dan komunis dan islam dan indonesia sedang dalam himpitan syiah liberal dan komunis dan gitu kalau pendapat banyak orang kalau tidak sal,0,0,0,0,0,0,0
paingan asa tidak asing,0,0,0,0,0,0,0
seandainya jend tidak ada tahun nasib bangsa indonesia bisa menjadi negara komunis ateis,0,1,1,1,0,0,3
memang seperti itu cara kerja komunis di zaman pak harto juga seperti itu pura pura jadi teman pada saat yang diperlukan akan menyerang makanya harus selalu waspada jangan mudah percaya,0,0,0,0,0,0,0
partai islam bro yang benar tau dosanya bukan satu kasus ini kasus ternyata kaum munafik lebih parah dari orang kafir,0,1,1,0,0,0,2
babi iya memang sih ahok tidak jauh kayak babi,1,0,0,0,0,0,1
tuan guru bajang jadi cebong wkwk ulama cebong,1,0,0,0,0,0,1
oi anjir bolot gue banget saja paham resource uniform locator,1,0,0,0,1,0,2
sarap tidur lagi enak sih wkwk,0,0,0,0,0,0,0
jokowi tai anjing,1,0,0,0,0,0,1
ganyang partai indonesia komunis dan antek anteknya orang orang dan partai pendukungnya uniform resource locator,0,1,0,1,0,0,2
wkwk tidak boleh doktoranda bos bosan tai,0,0,0,0,0,0,0
kalau bangkai dikubur di dalam tanah pasti lama lama akan kecium baunya ya begitu juga sama kebohongan kamu,0,0,0,0,0,0,0
jangan mengakui cinta budaya negeri kalau enggak ikutan olimpiade humaniora nusantara kita,0,0,0,0,0,0,0
korban dari rezim komunis bukanlah angka kecil jumlahnya tak tanggung tanggung darah tercecer dari paham yang menghalalkan segala cara,1,0,0,1,0,0,2
setuju memang partai keadilan sejahtera bukan partai komunis indonesia cara partai komunis indonesia ini persis seperti cara partai keadilan sejahtera menggaet golongan akar rumput dengan isu agama maka dari itu partai keadilan sejahtera disebut sebagai partai komunis syariat,0,1,1,1,0,0,3
celeng hutan atau celeng peliharaan tetaplah babi begitulah dia,0,0,0,0,0,0,0
yang anti cina komunis antek asing rakus zionis mana suaranya enak ngentot ya,0,1,0,1,0,1,3
itu sebuah reaksi kekecewaan akan tetapi dari kalangan ulama seperti habib rizieq menginstruksikan untuk berhenti membully kh sama ruf amin dari kalangan ulama sudah clear pun analisisku hari ini ulama terpecah ada yang berdiri di jalan kebenaran dan ada juga,0,0,0,0,0,0,0
,1,0,0,0,0,0,1
wahai cebong dan kampret indonesia kembalilah kalian menjadi manusia indonesia butuh manusia utuh untuk berbangsa dan bernegara bukan mencebongkan apalagi mengkampretkan manusia,0,1,0,0,0,0,1
deklarasi pilihan kepala daerah aman dan anti hoaks komunitas ojek jabon,0,0,0,0,0,0,0
status dukung gerakan matikan lilin untuk ahok gubernur sebut akun facebook di hack uniform resource locator,1,0,0,0,0,0,1
wisma darul aman kerja xc xb banci lebih politik lah xf x f x x,0,1,0,0,0,1,2
mas saya sangat berharap jakarta bisa memperbanyak sekolah hafiz qur an seperti di turki,0,0,0,0,0,0,0
ini gerombolan kenapa pembela partai komunis indonesia keluar semua ternyata mereka satu dengan kolam para pendukung penista aduh,0,1,0,1,0,0,2
lagi pakai jurus kalajengking mengamuk sayangnya yang pakai jurus dongok xf x f x x,0,0,0,0,0,0,0
wkwk untung gue tidak pernah goblok alias memang sudah pintar dari orok v,0,0,0,0,0,0,0
bung karno juga dikhianati partai komunis indonesia yang partai komunis indonesia itu orang jawa kemudian partai komunis indonesia bantai lagi sama pak harto yang dari jawa dan sekarang malah jokowi mewakili suara mayoritas jawa yang pro asing,1,0,0,1,0,0,2
nama kelakuan idiot bela enggak benarnya padahal sih malu ya anjing bayarkan sekolah masih mending daripada kamu di comberan saja tidak bisa bayar bagaimana mau maju biji saja kunyuk,1,0,0,0,1,0,2
gue rakyat indonesia sukarela memberantas cebong komunis,0,1,0,1,0,0,2
pak saya tambahkan lagi bukti muhammad nabi gadungan masyarakat menunggu pengumuman anda,0,1,1,0,0,0,2
cebong sudah girang padahal di kibuli najis kamu bong mata picek,0,1,0,0,1,0,2
diduga bawa kabur uang calon direktur utama travel umrah dipolisikan jika allah subhanahu wa taala tuhan sudah kena paling pedih,0,1,1,0,0,0,2
setuju musuh kita adalah teroris buddha myanmar baik biksu amp militer nya tetapi adalah warisan leluhur kita uniform resource locator,0,1,1,1,0,0,3
tapi kenyataanya jutaan rakyat asli pribumi kecil yang miskin justru semakin dimiskinkan oleh ahok cina kafir,1,0,1,1,0,0,3
maklum ya diriku ini noob pantas saja tidak dibalas lagi sama kok han,0,0,0,0,0,0,0
wisma aman darul kerja xc xb banci lebih politik lah xf x x f x,0,1,0,0,0,1,2
weeaboo tidak ada kelas tidak ada noob tidak ada expert none for all all for one,0,0,0,0,0,0,0
perbedaan itu harus terbiasa dalam alam demokrasi sekarang ini jangan orang rezim yang sekarang ini pro penguasa gerah begitu dengan perbedaan dulu juga partai yang sekarang berkuasa sering kok demo kritik,0,0,0,0,0,0,0
men are sampah wkwk jap daler itu pahal cukup cuma orang cacat,1,0,0,0,1,0,2
kebanyakan fitnah nih empok silvy debat final pemilihan kepala daerah jakarta gue,1,0,0,0,0,0,1
budek kamu bisa dengar,1,0,0,0,1,0,2
kucingnya sipit,0,0,0,0,0,0,0
masalahnya sih banci akun palsu itu bilang utang pemerintah,1,0,0,0,0,1,2
menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil,1,0,0,0,0,0,1
gaya kamu kunyuk uniform resource locator,0,0,0,0,0,0,0
artikel buat manusia tapi yang tidur anjing v ada ada saja kamu min,0,0,0,0,0,0,0
tidak usah terlalu tinggi pikir ganti presiden deh ganti kelamin normal dulu saja buat baru,1,0,0,0,0,1,2
waktu masih gubernur daerah khusus ibukota pertarungan soal kasus sumber waras yang terang benderang ada audit investigasi komisi pemberantasan korupsi begitu susahnya periksa ahok,1,0,0,0,0,0,1
edan aku yang masih pemula menangis saja lihatnya ya ampun kartu r gue saja masih sedikit banget,0,0,0,0,0,0,0
ganyang partai komunis indonesia ganyang partai indonesia ganyang partai komunis indonesia uniform resource,0,1,0,1,0,0,2
tomohon international flower festival tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival,0,0,0,0,0,0,0
tidak juga saya dan istri menikah secara ekumene saya katolik istri protestan diperkenankan juga katolik dengan agama selain kristiani dengan izin khusus dari gereja dan itu sah,0,0,0,0,0,0,0
oh ya lupa terima kasih banyak pak sejak bapak jadi presiden barulah jalan negara di tempat kami terjamah aspal mulus pos lintas batas tidak malu memalukan lagi serasa sudah berada di surga pak,0,0,0,0,0,0,0
hai guys kita lihat iya siapa sebenarnya yang disebut pasukan nasi bungkus itu iya kita buktikan kalian bisa buktikan juga lupa gas pool lagi iya ganti presiden nya sip,0,1,0,0,0,0,1
jadi cowok itu gantle kalau gantle itu namanya banci,0,1,0,0,0,1,2
goyangan jilboobs mantap benar nih hyper kontol dia dan tadi sambil squirt lah xf x f x x di xf x f x x di xf x f x x di dan yang belum menonton live nya besok dia xe x xa,0,0,0,0,0,0,0
low mata t picek lt,1,0,0,0,1,0,2
sarap sakit jiwa manja tidak jelas kangenan cemburuan tidak apa apa kok koding perhatian my fan b xe x xa,0,0,0,0,0,0,0
seulgi bilang tidak punya mata barat yang ada kelopak matanya ketimuran gaya banget yang sipit dan seulgi pikir itulah poin yang paling menarik bagi dia,0,0,0,0,0,0,0
apa menulis saja sportivitas salah harusnya kan sportivitas baru benar ahai kaleng banci kena goreng lagi memalukan sih gembel warung internet xf x f x x xf x f xa xa xf x f x x xf x f x x,1,0,0,0,0,1,2
kan banyak tenaga kerja asing cina yang ke masuk indonesia mungkin termasuk bapaknya omnya atau yang datang sekarang kan harus dicurigai cina yang ahoker itu,0,1,0,1,0,0,2
pada sabtu pagi masyarakat adat badui akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kp b di curug kota serang sebabaduy direct message,0,0,0,0,0,0,0
yang makar omonganmu zon suka adu domba dan bawa nama islam agama pegangan hidup seseorang jangan sok suci kamu mulutmu banyak bacot,1,0,0,0,1,0,2
baby kafir buddha teroris myanmar,0,1,1,1,0,0,3
nisan jinan berengsek saya jadi tertawa xf x f x xad,0,0,0,0,0,0,0
pagi buka twitter dan ada selebtwit menulis suami jadi cami haha kontol langsung unfollow,0,0,0,0,0,0,0
bukan orang politik tapi nampaknya sudah jadi tempat luahan marhaen tentang kesusahan cari makan di bawah rejim ph nih hari ini luahan hati peniaga kecil yang cari makan dapat kontrak dengan kerajaan lama pengalaman dan kebolehan sudah boleh buang ke tepi di bawah,0,0,0,0,0,0,0
menjadi nakal atau sekalipun bajingan adalah sebuah proses perjalanan menuju kedewasaan yang penuh akan idealisme,0,0,0,0,0,0,0
dia tidak cuma picik tapi juga picek,1,0,0,0,1,0,2
bu susi anggap kafilah berlalu saja yang dikerjakan bu susi sudah tepat sasaran dan ada yang bawa perasaan karena membelai pukat troll atau mau membantu nelayan asing yang mencuri ikan sebebas mungkin apa ini yang dimaunya kali ya,0,0,0,0,0,0,0
hanya antek dan kaki tangan komunis yang tak punya hati perut uniform resource locator,0,1,0,1,0,0,2
kelemahan gerindra itu ada di orang ini prabowo turun elektabilitasnya karena congor fadli zon surat pemberitahuan tahunan durno,1,0,0,0,0,0,1
kkkkkkkkkkkkkk bong kok sama seperti junjunganmu sudah dungu plonga plongo lagi ganti presiden,0,1,0,0,0,0,1
bersikap tegas terhadap israel dan memaksa mereka untuk menghentikan pembangunan pemukiman yahudi serta mematuhi segala keputusan dan kesepakatan internasional free palestine great return march gaza massacre gaza under attack boikot israel,0,0,0,0,0,0,0
hoi gay banci situ kafir ya mengerti tidak kalau di islam orang yang sudah hijrah menggunakan hijab wajib buat saudara seiman menutupi masa lalunya yang negatif dasar kaum laknatullah alaih,1,0,1,0,0,1,3
gue membacanya bajingan coba,0,0,0,0,0,0,0
masalah segregasi nih memang dari zaman dahulu ada sejak zaman nabi muhammad memang tak boleh ubah sikap manusia untuk mengamalkan budaya diskriminasi malaysia nih actually sudah cukup aman pergaduhan memang ada tapi tak seteruk di luar sa,0,0,0,0,0,0,0
oi sat kamu,1,0,0,0,1,0,2
bambang muka kontol kamu gue hajar dasar antek komunis,1,0,0,1,1,1,4
kamu cabul kalau punya muka tapi banci adalah beraninya anonim,1,0,0,0,1,1,3
rakyat terbelah karena pemilihan presiden wajar dan nas saja terbelah pada pemilihan presiden enggak dan yang penting jangan terpecah jangan konflik jangan merusak nkr dan lebih penting lagi jangan sampai proksi asing asing menjajah ri,0,0,0,0,0,0,0
melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu ipad news,0,0,0,0,0,0,0
nampaknya sudah paket cina babi pasti juga sokong lgbt,0,1,0,1,0,1,3
corong congor cebong biadab,0,1,0,0,0,0,1
cebong di kasih fakta dia bilang dusta cebong dikasih dusta dia bilang realita cebonger si memang bikin gemas xf x f x x,0,1,0,0,0,0,1
xf x f x x xf x f x x xf x f x x dari kemarin sudah terbahak lihat kebodohan km kok panas bagaimana sudah di bilang kalau berkata keadaan sendiri itu pada orang lain di ulang dungu betul cebong ini xf x f x x xf x f x x xf x f x x xf x,1,0,0,0,0,0,1
muncul juga indonesia berbulu monyet uniform resource locator,0,1,0,1,0,0,2
dulu katanya jangan pilih pak prabowo beliau diktaktor otoriter kenyataan sekarang pak jokowi yang diktaktor,1,0,0,0,0,0,1
sih tolol sudah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya cebong uniform resource locator,1,0,0,1,0,0,2
tidak lebih lagi percaya kepada keislaman presiden fiksi,1,0,1,0,0,0,2
outfit of the day sih eiffel amora mollien naufal molen cantik semok sih sipit belo kesayangan aunty xf x f x xb xf x f x x di xf x f x x,0,0,0,0,0,0,0
pernah dengar dulu sebelum ada rumor itu katanya memang ada yang namanya matthew tapi bukan orang indonesia nah itu dia yang bikin bingung tiba tiba muncul nama matthew soeharsono yang sekolah di sini rumahnya di sini sampai make foto martin tai kan,0,0,0,0,0,0,0
terbayang sepotong adegan dimana dia kesal karena isi laporan kacau kayak tidak di edit dan dan perlu gue kata ejek atau gue bajak gebetannya biar sih kunyuk tahu diri uniform resource locator,1,0,0,0,0,0,1
apakah allah subhanahu wa taala datang menolong bang fahri jika tidak salat ada gunanya,0,1,1,0,0,0,2
salah satunya nabi hud siapa nabi hud menurut tradisi arab islam adakah padanannya dalam tradisi ibrani yahudi,0,0,0,0,0,0,0
presiden di sisi promosi untuk asiangames ini baik di media media lokal maupun internasional saya lihat belum ada pergerakan yang sangat signifikan oleh sebab itu saya meminta ini betul betul diperhatikan jokowi pacu promosi asian games ayo,0,0,0,0,0,0,0
iklan ahok jahat teroris nyata indonesia di wahabi bukan bukan onta tapi babi babi milik cina penebar teror sesungguhnya,0,1,0,1,0,0,2
lost respect untuk kesekian kalinya buat agency yang kamu banggakan buat artis yang kamu banggakan kelakuan tai kucing xe x xa,0,1,0,0,0,0,1
kenapa peta indonesia di tempatkan di posisi yang bisa terbelah karena mereka lah kaum pemecah belah persatuan dan keharmonisan yang selama terjalin ganti presiden yang bisa mempersatukan semua bukan yang merangkul sebelah tangan memukul dengan,0,1,0,0,0,0,1
yaelah chat saja kamu uruskan itu yang sudah kelihatan mesum anggota dewan perwakilan rakyat pada diam yang nyata selingkuh tahun kalian pura budek bong sampai otaknya tidak,0,1,0,0,1,1,3
partai komunis indonesia harus di adakan lagi karena prabowo mencalonkan presiden yang tidak pilih prabowo di bilang partai komunis indonesia terus kalau gue pilih pak jokowi kamu bilang apa emx gue pikirkan,1,0,0,0,0,0,1
radio republik indonesia banten siang ini komisi pemelihan umum pangkal pinang belum tetapkan dapat pilihan kepala daerah,0,0,0,0,0,0,0
berbicara tidak diatur bodoh apa pikun kurang literasi nih pak jenderal lah orang habib kena kasus menghina pancasila kok katanya paham sekali mabuk kecubung nih orang,1,0,0,0,1,0,2
gue tak tau apa muka gue yang begini apa dia yang bego apa bagaimana masa gue sudah pakai jilbab teman gue first impression nya ke gue gue orang kristen,0,0,0,0,0,0,0
aliran dukungan kepada pasangan tubagus tb hasanudin dan anton charliyan hasanah di pemilihan gubernur pilihan gubernur jawa barat bertambah pundi pundi dukungan perolehan suara itu kali ini datang dari para budayawan sunda kita hasanah hasanah,0,0,0,0,0,0,0
sih islam nusantara itu ikut kristen gereja kristen jawa gereja kristen indonesia dan lain lain,0,1,1,0,0,0,2
mana berani dia mengakui putra melayu tapi takut beraninya teriak kiraan mau dibantu sama yang lain xf x f x xbf xf x f xa xb xf x f x x e xf x f x x e xf x f x x e hajar saja itu mulut bau congor sih ardi goblok,1,0,0,0,1,0,2
komunis teriak komunis,1,0,0,1,0,0,2
iya jual sih koh matamu ih picek ta tidak bisa liak tas jlentrek sak tai dayak dik tokoku tas kulit lumpia sek kosong tidak ingin tas kulit kadal koh cocok sama lidahmu,1,0,0,0,1,0,2
masih lebih terhormat dari pakde kamu iblis betina hanya menyebarkan hoaks nista amat sih hidup kamu,1,0,0,0,0,1,2
haha ru kacamata cina buatan kafir bro mereknya hoook,0,1,0,1,0,0,2
jangan sama mau eto dia homo,1,0,0,0,0,1,2
membunuh di,0,1,1,0,0,0,2
nanti pak prabowo naik langsung puja pujinya pindah lagi,1,0,0,0,0,0,1
kalau stigma partai komunis indonesia komunis kafir munafik dan babi boleh dilanjutkan bapak ya dewan rakyat perwakilan bahkan boleh itu teriak gantung bunuh dan usir warga negara indonesia etnis cina,0,1,0,1,0,0,2
jijik apa nih haha kamu kena ingat nor haha tempat kamu buat karipap kat dapur sana bukan tepi queen,0,0,0,0,0,0,0
padahal pak jokowi sudah pesan kerja kerja dan kerja eh ini malah demo si goblok teh,1,0,0,0,0,0,1
mengapa prabowo ingin jadi presiden tanya saya kepada teman kemarin waktu bertemu di restoran metropolis hong kong teman ini saya kenal baik karena bisnisnya ada hubungan dengan prabowo,0,0,0,0,0,0,0
banyak siapanya buaya,0,0,0,0,0,0,0
jablay pacar gue kembalikan dulu bangsat gue mau belajar jadi jadi xf x x xad,1,0,0,0,0,1,2
cebong produsen hoaks tukang bohong dan ingkar janji,0,1,0,0,0,0,1
mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamu mereka itu sejatinya perampas hak pribumi stop tenaga kerja asing cina ganti presiden,0,1,0,1,0,0,2
apa media ini antek komunis waspada partai komunis indonesia locator uniform resource,0,1,0,1,0,0,2
saya suka kalimat seperti ini ustaz halus tetapi menghujam ke sanubari ganti presiden,1,0,0,0,0,0,1
inspeksi mendadak priok diperingatkan time marah copot semua menteri di kementerian perekonomian mar besok jangan k pasar ya harga semua naik mencak bisa pecat xe x xa,0,0,0,0,0,0,0
eh dungu apa masih mensen gue katanya mau memuter alun gue kamu itu cuma bisa forward berita tanpa analisa kelompok homo mana ada yang cerdas wkwk wkwk wkwk,0,1,0,0,0,1,2
prabowo kita akan berantas penindas muslim kelihatan banget tidak adil kalau pemimpin yang baik itu bilang kita akan berantas semua penindas agama,1,0,0,0,0,0,1
picek kamu mata,1,0,0,0,1,0,2
